record_code,format_version,submission_date,reporting_agency,sampling_agency,catch_sample_id,species,catch_year,period_type,period,first_period,last_period,fishery,adclip_selective_fishery,estimation_level,catch_location_code,detection_method,sample_type,sampled_maturity,sampled_run,sampled_length_range,sampled_sex,sampled_mark,number_caught,escapement_estimation_method,number_sampled,number_cwt_estimated,number_recovered_decoded,number_recovered_no_cwts,number_recovered_lost_cwts,number_recovered_unreadable,number_recovered_unresolved,number_recovered_not_processed,number_recovered_pseudotags,mr_1st_partition_size,mr_1st_sample_size,mr_1st_sample_known_ad_status,mr_1st_sample_obs_adclips,mr_2nd_partition_size,mr_2nd_sample_size,mr_2nd_sample_known_ad_status,mr_2nd_sample_obs_adclips,mark_rate,awareness_factor,sport_mark_incidence_sampl_size,sport_mark_inc_sampl_obs_adclips,catch_location_name,record_origin
"S","4.2","20210915","USFWS","USFWS","2014170207","1","2014","7","07",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","568",,"555","1","550","5","0","0","0","0","0","568","568","568","555",,,,,"0.9771",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014170208","1","2014","7","08",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","309",,"299","1","295","3","1","0","0","0","0","309","309","307","297",,,,,"0.9674",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014170209","1","2014","7","09",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","334",,"329","1","325","4","0","0","0","0","0","334","334","328","322",,,,,"0.9817",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014170210","1","2014","7","10",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","1",,"1","1","1","0","0","0","0","0","0","1","1","1","1",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014170211","1","2014","7","11",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","712",,"699","1","686","12","0","0","0","1","0","712","712","711","698",,,,,"0.9817",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014170212","1","2014","7","12",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","311",,"306","1","304","1","1","0","0","0","0","311","311","311","306",,,,,"0.9839",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014170213","1","2014","7","13",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","2",,"2","1","2","0","0","0","0","0","0","2","2","2","2",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014170214","1","2014","7","14",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","623",,"606","1","599","5","1","1","0","0","0","623","623","621","604",,,,,"0.9726",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014170215","1","2014","7","15",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","10",,"10","1","10","0","0","0","0","0","0","10","10","9","9",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014170216","1","2014","7","16",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","296",,"293","1","287","4","2","0","0","0","0","296","296","294","291",,,,,"0.9898",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014170217","1","2014","7","17",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","9",,"9","1","9","0","0","0","0","0","0","9","9","9","9",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014170218","1","2014","7","18",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","654",,"642","1","638","4","0","0","0","0","0","654","654","651","639",,,,,"0.9816",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014170219","1","2014","7","19",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","212",,"208","1","205","3","0","0","0","0","0","212","212","208","206",,,,,"0.9904",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014170220","1","2014","7","20",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","1",,"1","1","1","0","0","0","0","0","0","1","1","1","1",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014170221","1","2014","7","21",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","133",,"132","1","130","2","0","0","0","0","0","133","133","131","130",,,,,"0.9924",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014170222","1","2014","7","22",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","2",,"2","1","2","0","0","0","0","0","0","2","2","2","2",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014170223","1","2014","7","23",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","6",,"5","1","5","0","0","0","0","0","0","6","6","5","5",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014170224","1","2014","7","24",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","4",,"4","1","4","0","0","0","0","0","0","4","4","4","4",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015170208","1","2015","11","08",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","30",,"30","1","26","2","0","0","0","0","0","30","30","30","28",,,,,"0.9333",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015170209","1","2015","11","09",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","252",,"252","1.01","241","6","1","1","0","0","0","252","252","252","249",,,,,"0.9881",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015170210","1","2015","11","10",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","22",,"22","1","22","0","0","0","0","0","0","22","22","22","22",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015170211","1","2015","11","11",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","593",,"593","1.01","577","5","3","0","0","0","0","593","593","593","585",,,,,"0.9865",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015170212","1","2015","11","12",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","479",,"479","1","467","9","1","0","0","0","0","479","479","479","477",,,,,"0.9958",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015170213","1","2015","11","13",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","412",,"412","1.01","398","6","2","0","0","0","0","412","412","412","406",,,,,"0.9854",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015170214","1","2015","11","14",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","158",,"158","1","155","3","0","0","0","0","0","158","158","158","158",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015170215","1","2015","11","15",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","727",,"727","1.01","705","3","4","0","0","0","0","727","727","727","712",,,,,"0.9794",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015170216","1","2015","11","16",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","2",,"2","1","0","0","0","0","0","2","0","2","2","2","2",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015170217","1","2015","11","17",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","935",,"935","1","911","6","2","2","0","0","0","935","935","935","921",,,,,"0.985",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015170218","1","2015","11","18",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","194",,"194","1.01","188","3","0","0","0","1","0","194","194","194","192",,,,,"0.9897",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015170220","1","2015","11","20",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","689",,"689","1","668","7","1","2","0","0","0","689","689","689","678",,,,,"0.984",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015170221","1","2015","11","21",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","18",,"18","1","15","2","0","0","0","0","0","18","18","18","17",,,,,"0.9444",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015170223","1","2015","11","23",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","570",,"570","1","555","6","1","0","0","0","0","570","570","570","562",,,,,"0.986",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015170224","1","2015","11","24",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","755",,"755","1.01","724","4","7","2","0","0","0","755","755","755","737",,,,,"0.9762",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015170225","1","2015","11","25",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","7",,"7","1","7","0","0","0","0","0","0","7","7","7","7",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015170226","1","2015","11","26",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","229",,"229","1","218","5","0","0","0","0","0","229","229","229","223",,,,,"0.9738",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015170227","1","2015","11","27",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","4",,"4","1","4","0","0","0","0","0","0","4","4","4","4",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015170228","1","2015","11","28",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","155",,"155","1.02","145","1","1","1","0","1","0","155","155","155","149",,,,,"0.9613",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015170229","1","2015","11","29",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","3",,"3","1","3","0","0","0","0","0","0","3","3","3","3",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015170230","1","2015","11","30",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","20",,"20","1.05","18","1","0","0","0","1","0","20","20","20","20",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015170231","1","2015","11","31",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","2",,"2","1","1","0","0","0","0","0","0","2","2","2","1",,,,,"0.5",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015170232","1","2015","11","32",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","78",,"78","1","77","1","0","0","0","0","0","78","78","78","78",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015170233","1","2015","11","33",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","4",,"4","1","4","0","0","0","0","0","0","4","4","4","4",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015170234","1","2015","11","34",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","45",,"45","1","44","1","0","0","0","0","0","45","45","45","45",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015170235","1","2015","11","35",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","5",,"5","1","5","0","0","0","0","0","0","5","5","5","5",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015170601","1","2015","1","01",,,"54","N","6","6FCSABAT","V","1","4","7",,,"5000","137",,"51","4.38","26","1","0","0","0","17","0","137","137","137","44",,,,,"0.3212",,,,"BATTLE CREEK BELOW CNFH","N"
"S","4.2","20210929","USFWS","USFWS","2015130201","1","2015","11","01",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","277",,"277","1.03","65","2","2","0","0","0","0","277","277","277","69",,,,,"0.2491",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015130202","1","2015","11","02",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","443",,"443","1.02","89","1","2","0","0","0","0","443","443","443","92",,,,,"0.2077",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015130203","1","2015","11","03",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","509",,"509","1","109","1","0","0","0","0","0","509","509","509","110",,,,,"0.2161",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015130204","1","2015","11","04",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","803",,"803","1.01","180","2","1","0","0","0","0","803","803","803","183",,,,,"0.2279",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015130205","1","2015","11","05",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","1018",,"1018","1.01","244","8","1","0","0","2","0","1018","1018","1018","255",,,,,"0.2505",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015130206","1","2015","11","06",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","1663",,"1663","1","221","2","0","1","0","0","0","1663","1663","1663","224",,,,,"0.1347",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015130207","1","2015","11","07",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","1204",,"1204","1","281","3","0","0","0","0","0","1204","1204","1204","284",,,,,"0.2359",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015130208","1","2015","11","08",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","959",,"959","1.01","219","3","1","0","0","1","0","959","959","959","224",,,,,"0.2336",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015130209","1","2015","11","09",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","1790",,"1790","1.01","309","13","2","1","0","1","0","1790","1790","1790","326",,,,,"0.1821",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015130210","1","2015","11","10",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","1650",,"1650","1","311","2","0","0","0","0","0","1650","1650","1650","313",,,,,"0.1897",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015130211","1","2015","11","11",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","2304",,"2304","1","424","9","0","0","0","2","0","2304","2304","2304","435",,,,,"0.1888",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015130212","1","2015","11","12",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","649",,"649","1","122","1","0","0","0","0","0","649","649","649","123",,,,,"0.1895",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015130213","1","2015","11","13",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","398",,"398","1","89","1","0","0","0","0","0","398","398","398","90",,,,,"0.2261",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015130214","1","2015","11","14",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","519",,"519","1.02","119","1","2","0","0","0","0","519","519","519","122",,,,,"0.2351",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015130215","1","2015","11","15",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","1291",,"1291","1.01","199","3","1","1","0","0","0","1291","1291","1291","204",,,,,"0.158",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015130216","1","2015","11","16",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","174",,"174","1","45","1","0","0","0","0","0","174","174","174","46",,,,,"0.2644",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015130217","1","2015","11","17",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","65",,"65","1","15","0","0","0","0","0","0","65","65","65","15",,,,,"0.2308",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015130218","1","2015","11","18",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","4",,"4","1","4","0","0","0","0","0","0","4","4","4","4",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015130219","1","2015","11","19",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","3",,"3","1","3","0","0","0","0","0","0","3","3","3","3",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015130220","1","2015","11","20",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","2",,"2","1","2","0","0","0","0","0","0","2","2","2","2",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015130221","1","2015","11","21",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","1",,"1","1","1","0","0","0","0","0","0","1","1","1","1",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015170201","1","2015","11","01",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","1",,"1","1","1","0","0","0","0","0","0","1","1","1","1",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015170202","1","2015","11","02",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","1",,"1","1","1","0","0","0","0","0","0","1","1","1","1",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015170203","1","2015","11","03",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","14",,"14","1","14","0","0","0","0","0","0","14","14","14","14",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015170204","1","2015","11","04",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","22",,"22","1","21","1","0","0","0","0","0","22","22","22","22",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015170205","1","2015","11","05",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","143",,"143","1.01","140","1","1","1","0","0","0","143","143","143","143",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015170206","1","2015","11","06",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","4",,"4","1","4","0","0","0","0","0","0","4","4","4","4",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20210929","USFWS","USFWS","2015170207","1","2015","11","07",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","242",,"242","1","211","19","0","0","0","1","0","242","242","242","231",,,,,"0.9545",,,,"COLEMAN NFH","N"
"S","4.2","20230216","USFWS","USFWS","2018170201","1","2018","11","01",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","1",,"1","1","1","0","0","0","0","0","0","1","1","1","1",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20230216","USFWS","USFWS","2018170202","1","2018","11","02",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","3",,"3","1","3","0","0","0","0","0","0","3","3","3","3",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20230216","USFWS","USFWS","2018170203","1","2018","11","03",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","14",,"14","1","14","0","0","0","0","0","0","14","14","14","14",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20230216","USFWS","USFWS","2018170204","1","2018","11","04",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","3",,"3","1","3","0","0","0","0","0","0","3","3","3","3",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20230216","USFWS","USFWS","2018170205","1","2018","11","05",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","60",,"60","1","60","0","0","0","0","0","0","60","60","60","60",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20230216","USFWS","USFWS","2018170206","1","2018","11","06",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","30",,"30","1","30","0","0","0","0","0","0","30","30","30","30",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20230216","USFWS","USFWS","2018170207","1","2018","11","07",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","249",,"249","1.01","245","2","1","0","0","1","0","249","249","249","249",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20230216","USFWS","USFWS","2018170208","1","2018","11","08",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","125",,"125","1","123","2","0","0","0","0","0","125","125","125","125",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20230216","USFWS","USFWS","2018170209","1","2018","11","09",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","451",,"451","1","442","6","0","0","0","0","0","451","451","451","448",,,,,"0.9933",,,,"COLEMAN NFH","N"
"S","4.2","20230216","USFWS","USFWS","2018170210","1","2018","11","10",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","690",,"690","1","674","11","1","1","0","0","0","690","690","690","687",,,,,"0.9957",,,,"COLEMAN NFH","N"
"S","4.2","20230216","USFWS","USFWS","2018170211","1","2018","11","11",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","112",,"112","1.01","109","2","1","0","0","0","0","112","112","112","112",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20230216","USFWS","USFWS","2018170212","1","2018","11","12",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","45",,"45","1","44","0","0","0","0","0","0","45","45","45","44",,,,,"0.9778",,,,"COLEMAN NFH","N"
"S","4.2","20230216","USFWS","USFWS","2018170213","1","2018","11","13",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","469",,"469","1.01","454","8","1","2","0","1","0","469","469","469","466",,,,,"0.9936",,,,"COLEMAN NFH","N"
"S","4.2","20230216","USFWS","USFWS","2018170221","1","2018","11","21",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","50",,"50","1.02","46","2","1","0","0","0","0","50","50","50","49",,,,,"0.98",,,,"COLEMAN NFH","N"
"S","4.2","20230216","USFWS","USFWS","2018170222","1","2018","11","22",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","35",,"35","1","35","0","0","0","0","0","0","35","35","35","35",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20230216","USFWS","USFWS","2018170223","1","2018","11","23",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","15",,"15","1","13","2","0","0","0","0","0","15","15","15","15",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20230216","USFWS","USFWS","2018170224","1","2018","11","24",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","7",,"7","1","7","0","0","0","0","0","0","7","7","7","7",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20230216","USFWS","USFWS","2018170225","1","2018","11","25",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","3",,"3","1","3","0","0","0","0","0","0","3","3","3","3",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20230216","USFWS","USFWS","2018170601","1","2018","1","01",,,"52","N","6","6FCSABAT","V","1","4","7",,,"5000","1",,"1","1","0","0","0","0","0","0","0","1","1","1","0",,,,,"0",,,,"BATTLE CREEK BELOW CNFH","N"
"S","4.2","20230216","USFWS","USFWS","2018130201","1","2018","11","01",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","426",,"426","1.01","90","1","1","0","0","0","0","426","426","426","92",,,,,"0.216",,,,"COLEMAN NFH","N"
"S","4.2","20230216","USFWS","USFWS","2018130202","1","2018","11","02",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","377",,"377","1","87","1","0","0","0","0","0","377","377","377","88",,,,,"0.2334",,,,"COLEMAN NFH","N"
"S","4.2","20230216","USFWS","USFWS","2018130203","1","2018","11","03",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","1251",,"1251","1.03","279","2","0","0","0","1","0","1251","1251","1251","282",,,,,"0.2254",,,,"COLEMAN NFH","N"
"S","4.2","20230216","USFWS","USFWS","2018130204","1","2018","11","04",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","1279",,"1279","1","292","4","0","0","0","1","0","1279","1279","1279","297",,,,,"0.2322",,,,"COLEMAN NFH","N"
"S","4.2","20230216","USFWS","USFWS","2018130205","1","2018","11","05",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","701",,"701","1","143","4","0","0","0","0","0","701","701","701","147",,,,,"0.2097",,,,"COLEMAN NFH","N"
"S","4.2","20230216","USFWS","USFWS","2018130206","1","2018","11","06",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","915",,"915","1.01","203","0","0","0","0","1","0","915","915","915","204",,,,,"0.223",,,,"COLEMAN NFH","N"
"S","4.2","20230216","USFWS","USFWS","2018130207","1","2018","11","07",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","891",,"891","1","203","2","0","0","0","0","0","891","891","891","205",,,,,"0.2301",,,,"COLEMAN NFH","N"
"S","4.2","20230216","USFWS","USFWS","2018130208","1","2018","11","08",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","1346",,"1346","1.01","308","3","1","0","0","1","0","1346","1346","1346","313",,,,,"0.2325",,,,"COLEMAN NFH","N"
"S","4.2","20230216","USFWS","USFWS","2018130209","1","2018","11","09",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","937",,"937","1.01","217","1","0","0","0","2","0","937","937","937","220",,,,,"0.2348",,,,"COLEMAN NFH","N"
"S","4.2","20230216","USFWS","USFWS","2018130210","1","2018","11","10",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","1535",,"1535","1","321","1","1","0","0","0","0","1535","1535","1535","323",,,,,"0.2104",,,,"COLEMAN NFH","N"
"S","4.2","20230216","USFWS","USFWS","2018130211","1","2018","11","11",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","1079",,"1079","1","218","5","0","0","0","0","0","1079","1079","1079","223",,,,,"0.2067",,,,"COLEMAN NFH","N"
"S","4.2","20230216","USFWS","USFWS","2018130212","1","2018","11","12",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","910",,"910","1","199","3","0","0","0","0","0","910","910","910","202",,,,,"0.222",,,,"COLEMAN NFH","N"
"S","4.2","20230216","USFWS","USFWS","2018130213","1","2018","11","13",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","1266",,"1266","1.01","237","4","2","1","0","0","0","1266","1266","1266","244",,,,,"0.1927",,,,"COLEMAN NFH","N"
"S","4.2","20230216","USFWS","USFWS","2018130214","1","2018","11","14",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","645",,"645","1.01","132","3","0","0","0","1","0","645","645","645","136",,,,,"0.2109",,,,"COLEMAN NFH","N"
"S","4.2","20230216","USFWS","USFWS","2018130215","1","2018","11","15",,,"50","N","6","6FCSABAT CNFH","V","1","4","3",,,"5000","252",,"252","1","43","1","0","0","0","0","0","252","252","252","44",,,,,"0.1746",,,,"COLEMAN NFH","N"
