record_code,format_version,submission_date,reporting_agency,sampling_agency,catch_sample_id,species,catch_year,period_type,period,first_period,last_period,fishery,adclip_selective_fishery,estimation_level,catch_location_code,detection_method,sample_type,sampled_maturity,sampled_run,sampled_length_range,sampled_sex,sampled_mark,number_caught,escapement_estimation_method,number_sampled,number_cwt_estimated,number_recovered_decoded,number_recovered_no_cwts,number_recovered_lost_cwts,number_recovered_unreadable,number_recovered_unresolved,number_recovered_not_processed,number_recovered_pseudotags,mr_1st_partition_size,mr_1st_sample_size,mr_1st_sample_known_ad_status,mr_1st_sample_obs_adclips,mr_2nd_partition_size,mr_2nd_sample_size,mr_2nd_sample_known_ad_status,mr_2nd_sample_obs_adclips,mark_rate,awareness_factor,sport_mark_incidence_sampl_size,sport_mark_inc_sampl_obs_adclips,catch_location_name,record_origin
"S","4.2","20160707","USFWS","USFWS","20061708","1","2006","1","01",,,"54","N","6","6FCSACLR","V","4","4",,,,"5000",,,"6",,"0","2","0","0","0","0","0","6","6","4","0",,,,,"0",,,,"CLEAR CREEK","N"
"S","4.2","20091112","CDFW","CDFW","08BUT541","1","2008","1","01",,,"54","N","4","6FCSABUT","V","1","4","1",,,,"11136","61","1445","7.71","6",,,,,,,"1445","1445","1445","6",,,,,"0.0042",,,,"BUTTE CREEK","N"
"S","4.2","20091112","CDFW","CDFW","08CLR543","1","2008","1","01",,,"54","N","4","6FCSACLR","V","1","4","3",,,,"7677","61","3105","2.59","21","6","1",,,,,"3105","3105","3105","28",,,,,"0.009",,,,"CLEAR CREEK","N"
"S","4.2","20060710","CDFW","CDFW","5413012003","1","2003","1","01",,,"54",,"4","6FCSACLR","V","1",,"3",,,,"9475","61","4609","2.52","50","8",,"6",,"6",,"4609","4609","4609","70",,,,,"0.0152",,,,"CLEAR CREEK","N"
"S","4.2","20140113","CDFW","CDFW","BUT54312","1","2012","1","01",,,"54","N","4","6FCSABUT","V","1",,,,,,"813","61","358","2.27","32",,,,,,,"358","358","358","32",,,,,"0.0894",,,,"BUTTE CREEK","N"
"S","4.2","20140113","CDFW","CDFW","CLR54312","1","2012","1","01",,,"54","N","4","6FCSACLR","V","1",,,,,,"7631","61","580","6.14","141","4","1",,,"3",,"580","580","580","149",,,,,"0.2569",,,,"CLEAR CREEK","N"
"S","4.2","20140113","CDFW","CDFW","COT54312","1","2012","1","01",,,"54","N","4","6FCSACOT","V","1",,,,,,"2556","10","225","3.41","60","5",,,,,,"225","225","225","65",,,,,"0.2889",,,,"COTTONWOOD CREEK","N"
"S","4.2","20080324","CDFW","CDFW","5412053106","1","2006","1","01",,,"54",,"4","6FCSABUT","V","1",,"3",,,,"1920",,"1116","1.72","2","1","0","0","0","0","0","1116","1116","1116","3",,,,,"0.0027",,,,"BUTTE CREEK","N"
"S","4.2","20080324","CDFW","CDFW","5412051106","1","2006","1","01",,,"54",,"4","6FCSABUT","V","1",,"1",,,,"6547",,"4465","1.49","62","20","1","0","0","0","0","4465","4465","4465","83",,,,,"0.0186",,,,"BUTTE CREEK","N"
"S","4.2","20090316","CDFW","CDFW","FABUTSC07","1","2007","1","01",,,"54",,"4","6FCSABUT","V","1",,"1",,,,"6842",,"5020","1.36","62","16","0","0","0","0","0","5020","5020","5020","78",,,,,"0.0155",,,,"BUTTE CREEK","N"
"S","4.2","20090316","CDFW","CDFW","FACLRFC07","1","2007","1","01",,,"54",,"4","6FCSACLR","V","1",,"3",,,,"4129",,"2638","1.57","14","0","0","0","0","0","0","2638","2638","2638","14",,,,,"0.0053",,,,"CLEAR CREEK","N"
"S","4.2","20160620","USFWS","USFWS","20081706","1","2008","1","01",,,"54","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","198",,"198",,"161","11","2",,,,,"198","198","198","173",,,,,"0.8737",,,,"COLEMAN NFH","N"
"S","4.2","20160620","USFWS","USFWS","20081702","1","2008","1","01",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","6143",,"6143",,"5653","299","87","63",,"9",,"6143","6143","6139","6110",,,,,"0.9952",,,,"COLEMAN NFH","N"
"S","4.2","20160620","USFWS","USFWS","20081302","1","2008","1","01",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","10635",,"10635",,"218","25","6","6",,,,"10635","10635","10632","252",,,,,"0.0237",,,,"COLEMAN NFH","N"
"S","4.2","20211001","USFWS","USFWS","2017170201","1","2017","11","01",,,"50","N","6","6FCSABAT CNFH","V","1","4","7",,,"5000","1",,"1","1","1","0","0","0","0","0","0","1","1","1","1",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20220420","USFWS","USFWS","2013130201","1","2013","7","01",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","1467",,"70","4.71","70","0","0","0","0","0","0","1467","1467","1467","330",,,,,"0.2249",,,,"COLEMAN NFH","N"
"S","4.2","20220420","USFWS","USFWS","2013130202","1","2013","7","02",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","1850",,"110","3.59","109","1","0","0","0","0","0","1850","1850","1850","395",,,,,"0.2135",,,,"COLEMAN NFH","N"
"S","4.2","20220420","USFWS","USFWS","2013130203","1","2013","7","03",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","4032",,"243","3.7","242","1","0","0","0","0","0","4032","4032","4032","898",,,,,"0.2227",,,,"COLEMAN NFH","N"
"S","4.2","20220420","USFWS","USFWS","2013130204","1","2013","7","04",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","2404",,"166","3.42","160","2","0","0","0","4","0","2404","2404","2404","567",,,,,"0.2359",,,,"COLEMAN NFH","N"
"S","4.2","20220420","USFWS","USFWS","2013130205","1","2013","7","05",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","2991",,"176","4.02","172","1","0","0","0","3","0","2991","2991","2991","707",,,,,"0.2364",,,,"COLEMAN NFH","N"
"S","4.2","20220420","USFWS","USFWS","2013130206","1","2013","7","06",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","1761",,"98","3.95","95","2","0","0","0","1","0","1761","1761","1760","387",,,,,"0.2199",,,,"COLEMAN NFH","N"
"S","4.2","20220420","USFWS","USFWS","2013130207","1","2013","7","07",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","4946",,"319","3.56","312","7","0","0","0","0","0","4946","4946","4946","1137",,,,,"0.2299",,,,"COLEMAN NFH","N"
"S","4.2","20220420","USFWS","USFWS","2013130208","1","2013","7","08",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","3236",,"210","3.59","205","4","1","0","0","0","0","3236","3236","3236","751",,,,,"0.2321",,,,"COLEMAN NFH","N"
"S","4.2","20220420","USFWS","USFWS","2013130209","1","2013","7","09",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","2263",,"146","3.67","144","1","1","0","0","0","0","2263","2263","2263","532",,,,,"0.2351",,,,"COLEMAN NFH","N"
"S","4.2","20220420","USFWS","USFWS","2013130210","1","2013","7","10",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","3793",,"246","3.65","241","4","1","0","0","0","0","3793","3793","3793","895",,,,,"0.236",,,,"COLEMAN NFH","N"
"S","4.2","20220420","USFWS","USFWS","2013130211","1","2013","7","11",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","5072",,"319","3.66","312","6","0","0","0","1","0","5072","5072","5072","1166",,,,,"0.2299",,,,"COLEMAN NFH","N"
"S","4.2","20220420","USFWS","USFWS","2013130212","1","2013","7","12",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","2861",,"165","3.68","162","2","0","0","0","1","0","2861","2861","2861","608",,,,,"0.2125",,,,"COLEMAN NFH","N"
"S","4.2","20220420","USFWS","USFWS","2013130213","1","2013","7","13",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","4981",,"302","3.52","294","8","0","0","0","0","0","4981","4981","4979","1063",,,,,"0.2135",,,,"COLEMAN NFH","N"
"S","4.2","20220420","USFWS","USFWS","2013130214","1","2013","7","14",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","4167",,"248","3.88","242","6","0","0","0","0","0","4167","4167","4167","961",,,,,"0.2306",,,,"COLEMAN NFH","N"
"S","4.2","20220420","USFWS","USFWS","2013130215","1","2013","7","15",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","2831",,"266","3.86","264","2","0","0","0","0","0","2831","2831","2831","1026",,,,,"0.3624",,,,"COLEMAN NFH","N"
"S","4.2","20220420","USFWS","USFWS","2013130216","1","2013","7","16",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","4201",,"258","3.48","251","7","0","0","0","0","0","4201","4201","4201","897",,,,,"0.2135",,,,"COLEMAN NFH","N"
"S","4.2","20220420","USFWS","USFWS","2013130217","1","2013","7","17",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","5135",,"307","3.84","301","5","1","0","0","0","0","5135","5135","5135","1175",,,,,"0.2288",,,,"COLEMAN NFH","N"
"S","4.2","20220420","USFWS","USFWS","2013130218","1","2013","7","18",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","4522",,"274","3.52","273","1","0","0","0","0","0","4522","4522","4521","965",,,,,"0.2134",,,,"COLEMAN NFH","N"
"S","4.2","20220420","USFWS","USFWS","2013130219","1","2013","7","19",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","2286",,"121","3.73","119","2","0","0","0","0","0","2286","2286","2286","451",,,,,"0.1973",,,,"COLEMAN NFH","N"
"S","4.2","20220420","USFWS","USFWS","2013130220","1","2013","7","20",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","1642",,"103","3.32","99","4","0","0","0","0","0","1642","1642","1642","342",,,,,"0.2083",,,,"COLEMAN NFH","N"
"S","4.2","20220420","USFWS","USFWS","2013130221","1","2013","7","21",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","640",,"36","3.42","36","0","0","0","0","0","0","640","640","640","123",,,,,"0.1922",,,,"COLEMAN NFH","N"
"S","4.2","20220420","USFWS","USFWS","2013130222","1","2013","7","22",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","1810",,"102","3.54","99","3","0","0","0","0","0","1810","1810","1809","361",,,,,"0.1996",,,,"COLEMAN NFH","N"
"S","4.2","20171213","CDFW","CDFW","54BUT116F","1","2016","1","01",,,"54","N","4","6FCSABUT","V","1",,"1",,,,"5731","62","672","8.53",,,,,,,,"672","672","672","0",,,,,,,,,"BUTTE CREEK","N"
"S","4.2","20171213","CDFW","CDFW","54BUT316","1","2016","1","01",,,"54","N","4","6FCSABUT","V","1",,"3",,,,"626",,"561","5.77","6",,,,,"25",,"561","561","561","31",,,,,"0.0553",,,,"BUTTE CREEK","N"
"S","4.2","20171213","CDFW","CDFW","54CLR316","1","2016","1","01",,,"54","N","4","6FCSACLR","V","2",,"3",,,,"2481",,"139","19.34","12",,,"1",,,,"139","139","139","13",,,,,"0.0935",,,,"CLEAR CREEK","N"
"S","4.2","20171213","CDFW","CDFW","54COT316","1","2016","1","01",,,"54","N","4","6FCSACOT","V","2",,"3",,,,"813",,"10","1","2",,,,,,,"10","10","10","2",,,,,"0.2",,,,"COTTONWOOD CREEK","N"
"S","4.2","20060119","USFWS","USFWS","RCLLW101","1","1985","1","01",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,,"1",,"1","1.12","1","0","0","0","0","0","0","1","1","1","1",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20220207","CDFW","CDFW","BAT54320","1","2020","1","01",,,"54","N","4","6FCSABAT","V","1",,"3",,,,"19055","14","19055","1",,,,,,,,"19055","19055","19055","0",,,,,,,,,"BATTLE CREEK BELOW CNFH","N"
"S","4.2","20220207","CDFW","CDFW","BUT54120","1","2020","1","01",,,"54","N","4","6FCSABUT","V","1",,"1",,,,"1281","61","680","1.88",,,,,,,,"680","680","680","0",,,,,,,,,"BUTTE CREEK","N"
"S","4.2","20220207","CDFW","CDFW","CLR54320D","1","2020","1","01",,,"54","N","4","6FCSACLR","V","1",,"3",,,,,"62","64","7.73","47","7","3","1",,,,"64","64","64","54",,,,,"0.8438",,,,"CLEAR CREEK","N"
"S","4.2","20220207","CDFW","CDFW","CLR54320F","1","2020","1","01",,,"54","N","4","6FCSACLR","V","1",,"3",,,,"6631","62","513","7.73","65",,,,,,,"513","513","513","69",,,,,"0.1345",,,,"CLEAR CREEK","N"
"S","4.2","20220207","CDFW","CDFW","COT54320","1","2020","1","01",,,"54","N","4","6FCSACOT","V","2",,"3",,,,"86",,"1",,,,,,,,,"1","1","1","0",,,,,,,,,"COTTONWOOD CREEK","N"
"S","4.2","20030902","USFWS","USFWS","28","1","1996","1","01",,,"50","N","4","6FCSABAT","V","4","4",,,,,,,"9",,"1","8","0","0","0","0",,"9","9","9","9",,,,,,,,,"BATTLE CREEK BELOW CNFH","N"
"S","4.2","20060119","USFWS","USFWS","RCLFC101","1","1985","1","01",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,,"24029",,"24029","1.12","596","102","5","2","0","19","0","24029","24029","24029","724",,,,,"0.0301",,,,"COLEMAN NFH","N"
"S","4.2","20030807","USFWS","USFWS","RCLFC101","1","1986","1","01",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,,"20680",,"20680","1.36","590","38","8","3","2","1","0","20680","20680","20680","642",,,,,"0.031",,,,"COLEMAN NFH","N"
"S","4.2","20030807","USFWS","USFWS","RCLFC101","1","1987","1","01",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,,"18904",,"18904","1","443","42","3","0","0","0","0","18904","18904","18904","488",,,,,"0.0258",,,,"COLEMAN NFH","N"
"S","4.2","20030807","USFWS","USFWS","RCLSC101","1","1987","1","01",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,,"6",,"6","1","5","1","0","0","0","0","0","6","6","6","6",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20030807","USFWS","USFWS","RCLFC152","1","1989","6","52",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,,"26",,"26","1","0","0","0","0","0","0","0","26","26","26","0",,,,,"0",,,,"COLEMAN NFH","N"
"S","4.2","20030807","USFWS","USFWS","RCLFC151","1","1989","6","51",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,,"32",,"32","1","0","0","0","0","0","0","0","32","32","32","0",,,,,"0",,,,"COLEMAN NFH","N"
"S","4.2","20030807","USFWS","USFWS","RCLFC150","1","1989","6","50",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,,"43",,"43","1","0","0","0","0","0","0","0","43","43","43","0",,,,,"0",,,,"COLEMAN NFH","N"
"S","4.2","20030807","USFWS","USFWS","RCLFC149","1","1989","6","49",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,,"66",,"66","1","0","0","0","0","0","0","0","66","66","66","0",,,,,"0",,,,"COLEMAN NFH","N"
"S","4.2","20030807","USFWS","USFWS","RCLFC148","1","1989","6","48",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,,"51",,"51","1","0","0","0","0","0","0","0","51","51","51","0",,,,,"0",,,,"COLEMAN NFH","N"
"S","4.2","20030807","USFWS","USFWS","RCLFC147","1","1989","6","47",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,,"226",,"226","1","3","1","0","0","0","0","0","226","226","226","4",,,,,"0.0177",,,,"COLEMAN NFH","N"
"S","4.2","20030807","USFWS","USFWS","RCLFC146","1","1989","6","46",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,,"482",,"482","1","5","0","0","0","0","0","0","482","482","482","5",,,,,"0.0104",,,,"COLEMAN NFH","N"
"S","4.2","20030807","USFWS","USFWS","RCLFC145","1","1989","6","45",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,,"1320",,"1320","1","24","4","2","0","0","0","0","1320","1320","1320","30",,,,,"0.0227",,,,"COLEMAN NFH","N"
"S","4.2","20030807","USFWS","USFWS","RCLFC144","1","1989","6","44",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,,"2650",,"2650","1","33","9","3","0","0","0","0","2650","2650","2650","45",,,,,"0.017",,,,"COLEMAN NFH","N"
"S","4.2","20030807","USFWS","USFWS","RCLFC143","1","1989","6","43",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,,"2892",,"2892","1","51","1","0","0","0","0","0","2892","2892","2892","52",,,,,"0.018",,,,"COLEMAN NFH","N"
"S","4.2","20030807","USFWS","USFWS","RCLFC142","1","1989","6","42",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,,"2463",,"2463","1","22","2","0","0","0","0","0","2463","2463","2463","24",,,,,"0.0097",,,,"COLEMAN NFH","N"
"S","4.2","20030807","USFWS","USFWS","RCLFC141","1","1989","6","41",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,,"1968",,"1968","1","6","1","0","0","0","0","0","1968","1968","1968","7",,,,,"0.0036",,,,"COLEMAN NFH","N"
"S","4.2","20030807","USFWS","USFWS","RCLLW101","1","1991","1","01",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,,"743",,"743","1","1","2","0","0","0","0","0","743","743","743","3",,,,,"0.004",,,,"COLEMAN NFH","N"
"S","4.2","20030807","USFWS","USFWS","RCLFC101","1","1991","1","01",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,,"10689",,"10689","1","97","22","3","0","0","0","0","10689","10689","10689","122",,,,,"0.0114",,,,"COLEMAN NFH","N"
"S","4.2","20030529","USFWS","USFWS","29","1","1994","1","01",,,"50","N","5","6FCSABAT CNFH","V","1","4","3",,,,"18991",,"18991","1","436","35","3","2","0","2",,"18991","18991","18991","478",,,,,,,,,"COLEMAN NFH","N"
"S","4.2","20060412","USFWS","USFWS","23","1","1997","1","01",,,"50","N","4","6FCSABAT","V","4","4",,,,,,,"1",,"1","0","0","0","0","0",,"1","1","1","1",,,,,"1",,,,"BATTLE CREEK BELOW CNFH","N"
"S","4.2","20060412","USFWS","USFWS","25","1","1997","1","01",,,"50","N","4","6FCSABAT","V","4","4",,,,,,,"17",,"15","2","0","0","0","0",,"17","17","17","17",,,,,"1",,,,"BATTLE CREEK BELOW CNFH","N"
"S","4.2","20060412","USFWS","USFWS","24","1","1997","1","01",,,"50","N","4","6FCSABAT","V","4","4",,,,,,,"50",,"23","27","0","0","0","0",,"50","50","50","50",,,,,"1",,,,"BATTLE CREEK BELOW CNFH","N"
"S","4.2","20060412","USFWS","USFWS","26","1","1997","1","01",,,"50","N","6","6FCSABAT CNFH","V","4","4",,,,,,,"1",,"1","0","0","0","0","0",,"1","1","1","1",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20060412","USFWS","USFWS","27","1","1997","1","01",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,,"4578",,"4578","1","4311","112","110","3","1","0",,"4578","4578","4578","4537",,,,,"0.991",,,,"COLEMAN NFH","N"
"S","4.2","20050408","USFWS","USFWS","RCLUC101","1","1981","1","01",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,,"13342",,"13342","1","225","56","3","0","0","0","0","13342","13342","13342","284",,,,,"0.0213",,,,"COLEMAN NFH","N"
"S","4.2","20050412","USFWS","USFWS","RCLUC101","1","1982","1","01",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,,"17672",,"17672","1","261","51","2","0","0","0","0","17672","17672","17672","314",,,,,"0.0178",,,,"COLEMAN NFH","N"
"S","4.2","20060710","CDFW","CDFW","5412012003","1","2003","1","01",,,"54",,"4","6FCSABAT","V","1",,"3",,,,"64764","61","945","101.22","65","8","1","30",,,,"945","945","945","104",,,,,"0.1101",,,,"BATTLE CREEK BELOW CNFH","N"
"S","4.2","20080605","CDFW","CDFW","FACLRFC05","1","2005","1","01",,,"54",,"4","6FCSACLR","V","1",,"3",,,,"14824",,"5619","2.64","11","5","0","0","0","0","0","5619","5619","5619","16",,,,,"0.0028",,,,"CLEAR CREEK","N"
"S","4.2","20120210","CDFW","CDFW","BUT54310","1","2010","1","01",,,"54","N","4","6FCSABUT","V","1","4","3",,,,"370","61","83","4.46","3",,,,,,,"83","83","83","3",,,,,"0.0361",,,,"BUTTE CREEK","N"
"S","4.2","20120210","CDFW","CDFW","BUT54110","1","2010","1","01",,,"54","N","4","6FCSABUT","V","1","4","1",,,,"1979","61","1113","1.78","16","5",,,,,,"1113","1113","1113","21",,,,,"0.0189",,,,"BUTTE CREEK","N"
"S","4.2","20120210","CDFW","CDFW","CLR54310","1","2010","1","01",,,"54","N","4","6FCSACLR","V","1","4","3",,,,"7192","61","1496","4.81","19",,,,,,,"1496","1496","1496","19",,,,,"0.0127",,,,"CLEAR CREEK","N"
"S","4.2","20160510","CDFW","CDFW","CLR54314","1","2014","1","01",,,"54","N","4","6FCSACLR","V","1",,"3",,,,"15794","61","977","16.26","165","6","1",,,,,"977","977","977","172",,,,,"0.176",,,,"CLEAR CREEK","N"
"S","4.2","20160510","CDFW","CDFW","COT54314","1","2014","1","01",,,"54","N","4","6FCSACOT","V","1",,"3",,,,"1940","10","108","17.96","11",,,,,,,"108","108","108","11",,,,,"0.1019",,,,"COTTONWOOD CREEK","N"
"S","4.2","20160510","CDFW","CDFW","BUT54314","1","2014","1","01",,,"54","N","4","6FCSABUT","V","1",,"3",,,,"1412","61","717","1.97","40","4",,,,,,"717","717","717","44",,,,,"0.0614",,,,"BUTTE CREEK","N"
"S","4.2","20210915","USFWS","USFWS","2014130205","1","2014","7","05",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","550",,"143","1","141","2","0","0","0","0","0","550","550","547","141",,,,,"0.2578",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014130206","1","2014","7","06",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","851",,"180","1.01","173","5","2","0","0","0","0","851","851","851","180",,,,,"0.2115",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014130207","1","2014","7","07",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","988",,"249","1","243","4","0","2","0","0","0","988","988","983","244",,,,,"0.2482",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014130208","1","2014","7","08",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","1530",,"317","1","311","6","0","0","0","0","0","1530","1530","1527","314",,,,,"0.2056",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014130209","1","2014","7","09",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","1585",,"402","1","389","12","1","0","0","0","0","1585","1585","1582","399",,,,,"0.2522",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014130210","1","2014","7","10",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","1810",,"496","1","483","11","2","0","0","0","0","1810","1810","1807","493",,,,,"0.2728",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014130211","1","2014","7","11",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","1875",,"336","1","329","7","0","0","0","0","0","1875","1875","1875","336",,,,,"0.1792",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014130212","1","2014","7","12",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","919",,"237","1","228","5","1","2","0","1","0","919","919","915","233",,,,,"0.2546",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014130213","1","2014","7","13",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","1105",,"277","1","267","9","1","0","0","0","0","1105","1105","1103","275",,,,,"0.2493",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014130214","1","2014","7","14",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","638",,"117","1","116","1","0","0","0","0","0","638","638","637","116",,,,,"0.1821",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014130215","1","2014","7","15",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","942",,"221","1","211","7","2","0","0","1","0","942","942","936","215",,,,,"0.2297",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014130216","1","2014","7","16",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","1048",,"218","1","210","6","2","0","0","0","0","1048","1048","1047","217",,,,,"0.2073",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014130217","1","2014","7","17",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","1097",,"286","1","280","6","0","0","0","0","0","1097","1097","1094","283",,,,,"0.2587",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014130218","1","2014","7","18",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","700",,"151","1.02","142","7","1","1","0","0","0","700","700","700","152",,,,,"0.2171",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014130219","1","2014","7","19",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","417",,"56","1.02","50","4","1","1","0","0","0","417","417","416","55",,,,,"0.1322",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014130220","1","2014","7","20",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","23",,"1","1","1","0","0","0","0","0","0","23","23","23","1",,,,,"0.0435",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014130221","1","2014","7","21",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","39",,"26","1","6","19","0","0","0","1","0","39","39","24","11",,,,,"0.4583",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014130222","1","2014","7","22",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","236",,"2",,"0","2","0","0","0","0","0","236","236","234","0",,,,,"0",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014130223","1","2014","7","23",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","30",,"22","1","9","11","1","1","0","0","0","30","30","19","11",,,,,"0.5789",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014170201","1","2014","7","01",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","3",,"1","3","1","0","0","0","0","0","0","3","3","3","3",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014170202","1","2014","7","02",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","41",,"10","4.1","10","0","0","0","0","0","0","41","41","41","41",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014170203","1","2014","7","03",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","165",,"31","5.32","31","0","0","0","0","0","0","165","165","165","165",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014170204","1","2014","7","04",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","128",,"128","1","128","0","0","0","0","0","0","128","128","128","128",,,,,"1",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014170205","1","2014","7","05",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","129",,"111","1","111","0","0","0","0","0","0","129","129","129","111",,,,,"0.8605",,,,"COLEMAN NFH","N"
"S","4.2","20210915","USFWS","USFWS","2014170206","1","2014","7","06",,,"50","N","6","6FCSABAT CNFH","V","1","4",,,,"5000","299",,"287","1","287","0","0","0","0","0","0","299","299","293","281",,,,,"0.959",,,,"COLEMAN NFH","N"
